context,question,answer_text,answer_start
"The remaining band members recorded ""Independent Women Part I"", which appeared on the soundtrack to the 2000 film, Charlie's Angels. It became their best-charting single, topping the U.S. Billboard Hot 100 chart for eleven consecutive weeks. In early 2001, while Destiny's Child was completing their third album, Beyoncé landed a major role in the MTV made-for-television film, Carmen: A Hip Hopera, starring alongside American actor Mekhi Phifer. Set in Philadelphia, the film is a modern interpretation of the 19th century opera Carmen by French composer Georges Bizet. When the third album Survivor was released in May 2001, Luckett and Roberson filed a lawsuit claiming that the songs were aimed at them. The album debuted at number one on the U.S. Billboard 200, with first-week sales of 663,000 copies sold. The album spawned other number-one hits, ""Bootylicious"" and the title track, ""Survivor"", the latter of which earned the group a Grammy Award for Best R&B Performance by a Duo or Group with Vocals. After releasing their holiday album 8 Days of Christmas in October 2001, the group announced a hiatus to further pursue solo careers.",What album caused a lawsuit to be filed in 2001?,Survivor,593
"The remaining band members recorded ""Independent Women Part I"", which appeared on the soundtrack to the 2000 film, Charlie's Angels. It became their best-charting single, topping the U.S. Billboard Hot 100 chart for eleven consecutive weeks. In early 2001, while Destiny's Child was completing their third album, Beyoncé landed a major role in the MTV made-for-television film, Carmen: A Hip Hopera, starring alongside American actor Mekhi Phifer. Set in Philadelphia, the film is a modern interpretation of the 19th century opera Carmen by French composer Georges Bizet. When the third album Survivor was released in May 2001, Luckett and Roberson filed a lawsuit claiming that the songs were aimed at them. The album debuted at number one on the U.S. Billboard 200, with first-week sales of 663,000 copies sold. The album spawned other number-one hits, ""Bootylicious"" and the title track, ""Survivor"", the latter of which earned the group a Grammy Award for Best R&B Performance by a Duo or Group with Vocals. After releasing their holiday album 8 Days of Christmas in October 2001, the group announced a hiatus to further pursue solo careers.",Independent Women Part I was on which 2000 film's soundtrack?,Charlie's Angels.,115
"The remaining band members recorded ""Independent Women Part I"", which appeared on the soundtrack to the 2000 film, Charlie's Angels. It became their best-charting single, topping the U.S. Billboard Hot 100 chart for eleven consecutive weeks. In early 2001, while Destiny's Child was completing their third album, Beyoncé landed a major role in the MTV made-for-television film, Carmen: A Hip Hopera, starring alongside American actor Mekhi Phifer. Set in Philadelphia, the film is a modern interpretation of the 19th century opera Carmen by French composer Georges Bizet. When the third album Survivor was released in May 2001, Luckett and Roberson filed a lawsuit claiming that the songs were aimed at them. The album debuted at number one on the U.S. Billboard 200, with first-week sales of 663,000 copies sold. The album spawned other number-one hits, ""Bootylicious"" and the title track, ""Survivor"", the latter of which earned the group a Grammy Award for Best R&B Performance by a Duo or Group with Vocals. After releasing their holiday album 8 Days of Christmas in October 2001, the group announced a hiatus to further pursue solo careers.",Which film did Beyoncé star in 2001 with Mekhi Phifer?,Carmen: A Hip Hopera,378
"The remaining band members recorded ""Independent Women Part I"", which appeared on the soundtrack to the 2000 film, Charlie's Angels. It became their best-charting single, topping the U.S. Billboard Hot 100 chart for eleven consecutive weeks. In early 2001, while Destiny's Child was completing their third album, Beyoncé landed a major role in the MTV made-for-television film, Carmen: A Hip Hopera, starring alongside American actor Mekhi Phifer. Set in Philadelphia, the film is a modern interpretation of the 19th century opera Carmen by French composer Georges Bizet. When the third album Survivor was released in May 2001, Luckett and Roberson filed a lawsuit claiming that the songs were aimed at them. The album debuted at number one on the U.S. Billboard 200, with first-week sales of 663,000 copies sold. The album spawned other number-one hits, ""Bootylicious"" and the title track, ""Survivor"", the latter of which earned the group a Grammy Award for Best R&B Performance by a Duo or Group with Vocals. After releasing their holiday album 8 Days of Christmas in October 2001, the group announced a hiatus to further pursue solo careers.",What was the name of Destiny Child's third album?,Survivor,593
"The remaining band members recorded ""Independent Women Part I"", which appeared on the soundtrack to the 2000 film, Charlie's Angels. It became their best-charting single, topping the U.S. Billboard Hot 100 chart for eleven consecutive weeks. In early 2001, while Destiny's Child was completing their third album, Beyoncé landed a major role in the MTV made-for-television film, Carmen: A Hip Hopera, starring alongside American actor Mekhi Phifer. Set in Philadelphia, the film is a modern interpretation of the 19th century opera Carmen by French composer Georges Bizet. When the third album Survivor was released in May 2001, Luckett and Roberson filed a lawsuit claiming that the songs were aimed at them. The album debuted at number one on the U.S. Billboard 200, with first-week sales of 663,000 copies sold. The album spawned other number-one hits, ""Bootylicious"" and the title track, ""Survivor"", the latter of which earned the group a Grammy Award for Best R&B Performance by a Duo or Group with Vocals. After releasing their holiday album 8 Days of Christmas in October 2001, the group announced a hiatus to further pursue solo careers.",Who filed a lawsuit over Survivor?,Luckett and Roberson,628
"The remaining band members recorded ""Independent Women Part I"", which appeared on the soundtrack to the 2000 film, Charlie's Angels. It became their best-charting single, topping the U.S. Billboard Hot 100 chart for eleven consecutive weeks. In early 2001, while Destiny's Child was completing their third album, Beyoncé landed a major role in the MTV made-for-television film, Carmen: A Hip Hopera, starring alongside American actor Mekhi Phifer. Set in Philadelphia, the film is a modern interpretation of the 19th century opera Carmen by French composer Georges Bizet. When the third album Survivor was released in May 2001, Luckett and Roberson filed a lawsuit claiming that the songs were aimed at them. The album debuted at number one on the U.S. Billboard 200, with first-week sales of 663,000 copies sold. The album spawned other number-one hits, ""Bootylicious"" and the title track, ""Survivor"", the latter of which earned the group a Grammy Award for Best R&B Performance by a Duo or Group with Vocals. After releasing their holiday album 8 Days of Christmas in October 2001, the group announced a hiatus to further pursue solo careers.",When did Destiny's Child announce their hiatus?,October 2001,1070
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.","Who did Beyonce star with in the movie, ""Austin Powers in Goldmember""?",Mike Myers,84
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.","Which three countries did Beyonce's song ""Work It Out"" achieve top ten status?","UK, Norway, and Belgium",331
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",Beyonce starred with Cuba Gooding Jr. in which film?,The Fighting Temptations,431
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.","Who did Beyonce record the lead single with in the movie ""The Fighting Temptations""?",Missy Elliott,705
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",Which other song from the soundtrack did better in the charts?,Summertime,834
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",What film did Beyonce appear in with Mike Myers?,Austin Powers in Goldmember,115
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.","What large amount did the movie ""Goldmember"" gross?",73 million,210
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.","What genre of movie did Beyonce star in with Cuba Gooding, Jr?",musical comedy,416
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",What song was the lead single from the film's sound track?,Fighting Temptations,435
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.","How did the critics view the movie, ''The Fighting Temptations''?",mixed reviews,545
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",What film did Beyoncé star in with Mike Myers in 2002?,Austin Powers in Goldmember,115
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",What was Beyoncé's character called in Austin Powers in Goldmember?,Foxxy Cleopatra,58
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",Which song did Beyoncé release as the lead single for Austin Powers in Goldmember's soundtrack?,Work It Out,240
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.","What musical comedy did Beyoncé star in along with Cuba Gooding, Jr. in 2003?",The Fighting Temptations,431
"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",What song did Beyoncé release as the lead single from The Fighting Tempations?,Fighting Temptations,435
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",What was the highest Beyonce's first solo recording achieved in the Billboard Hot 100?,number four,123
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",Beyonce's first album by herself was called what?,Dangerously in Love,193
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.","How many has ""Dangerously in Love"" sould worldwide since its debut?",11 million,419
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",Beyonce's first number one song was which song?,Crazy in Love,474
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",How many top five singles came from her first album?,four,130
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",Beyonce's first solo album in the U.S. with what artist in the lead single?,Jay Z,48
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",What solo album did Beyonce release in 2003?,Dangerously in Love,193
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross."," The album, Dangerously in Love  achieved what spot on the Billboard Top 100 chart?",number four,123
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.","""The Closer I get to You"" was recorded with which artist?",Luther Vandross,1042
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",Which artist was associated with Beyoncé's premiere solo recording?,Jay Z,48
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",When did Beyoncé release her first solo album?,"June 24, 2003",229
"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",What is the lead single on Beyoncé's first album?,Crazy in Love,474
